OrderID;ProductID;CustomerID;StoreID;Quantity;OrderDate;IMPORT COLUMN
3498;92;17;2;30;2020-01-26;(3498, 92, 17, 2, 30, '2020-01-26'),
3499;98;38;2;13;2021-08-19;(3499, 98, 38, 2, 13, '2021-08-19'),
3500;76;39;1;20;2019-10-26;(3500, 76, 39, 1, 20, '2019-10-26'),
3501;46;9;1;21;2020-05-09;(3501, 46, 9, 1, 21, '2020-05-09'),
3502;27;8;2;4;2022-01-24;(3502, 27, 8, 2, 4, '2022-01-24'),
3503;52;13;2;14;2019-12-05;(3503, 52, 13, 2, 14, '2019-12-05'),
3504;73;5;3;17;2021-04-28;(3504, 73, 5, 3, 17, '2021-04-28'),
3505;49;10;1;20;2019-03-19;(3505, 49, 10, 1, 20, '2019-03-19'),
3506;65;9;2;22;2019-03-23;(3506, 65, 9, 2, 22, '2019-03-23'),
3507;73;16;1;23;2019-06-17;(3507, 73, 16, 1, 23, '2019-06-17'),
3508;63;8;3;24;2020-07-12;(3508, 63, 8, 3, 24, '2020-07-12'),
3509;51;31;2;19;2020-03-15;(3509, 51, 31, 2, 19, '2020-03-15'),
3510;81;39;1;24;2022-08-27;(3510, 81, 39, 1, 24, '2022-08-27'),
3511;34;11;3;6;2021-08-14;(3511, 34, 11, 3, 6, '2021-08-14'),
3512;73;1;2;12;2022-01-08;(3512, 73, 1, 2, 12, '2022-01-08'),
3513;19;39;3;5;2019-04-21;(3513, 19, 39, 3, 5, '2019-04-21'),
3514;5;20;2;19;2020-03-15;(3514, 5, 20, 2, 19, '2020-03-15'),
3515;67;10;2;3;2020-11-23;(3515, 67, 10, 2, 3, '2020-11-23'),
3516;86;28;1;12;2021-09-24;(3516, 86, 28, 1, 12, '2021-09-24'),
3517;10;30;2;11;2022-05-22;(3517, 10, 30, 2, 11, '2022-05-22'),
3518;53;38;3;28;2022-06-28;(3518, 53, 38, 3, 28, '2022-06-28'),
3519;59;45;2;7;2021-03-06;(3519, 59, 45, 2, 7, '2021-03-06'),
3520;24;38;3;28;2020-04-20;(3520, 24, 38, 3, 28, '2020-04-20'),
3521;49;15;1;13;2021-10-12;(3521, 49, 15, 1, 13, '2021-10-12'),
3522;22;9;2;6;2021-02-15;(3522, 22, 9, 2, 6, '2021-02-15'),
3523;13;31;3;20;2021-10-26;(3523, 13, 31, 3, 20, '2021-10-26'),
3524;30;11;1;16;2022-08-27;(3524, 30, 11, 1, 16, '2022-08-27'),
3525;33;20;3;15;2019-08-16;(3525, 33, 20, 3, 15, '2019-08-16'),
3526;37;1;2;6;2020-05-13;(3526, 37, 1, 2, 6, '2020-05-13'),
3527;54;7;1;7;2020-08-01;(3527, 54, 7, 1, 7, '2020-08-01'),
3528;14;28;2;10;2021-12-21;(3528, 14, 28, 2, 10, '2021-12-21'),
3529;50;24;1;3;2020-05-22;(3529, 50, 24, 1, 3, '2020-05-22'),
3530;38;31;3;13;2020-12-14;(3530, 38, 31, 3, 13, '2020-12-14'),
3531;43;47;1;29;2021-03-03;(3531, 43, 47, 1, 29, '2021-03-03'),
3532;78;34;1;29;2021-06-29;(3532, 78, 34, 1, 29, '2021-06-29'),
3533;74;3;2;18;2021-07-09;(3533, 74, 3, 2, 18, '2021-07-09'),
3534;68;23;1;12;2021-09-05;(3534, 68, 23, 1, 12, '2021-09-05'),
3535;80;15;2;29;2021-02-25;(3535, 80, 15, 2, 29, '2021-02-25'),
3536;79;32;2;15;2022-07-17;(3536, 79, 32, 2, 15, '2022-07-17'),
3537;84;11;3;23;2020-07-27;(3537, 84, 11, 3, 23, '2020-07-27'),
3538;54;39;2;6;2022-01-12;(3538, 54, 39, 2, 6, '2022-01-12'),
3539;44;27;1;4;2019-01-29;(3539, 44, 27, 1, 4, '2019-01-29'),
3540;32;36;3;20;2019-09-04;(3540, 32, 36, 3, 20, '2019-09-04'),
3541;19;24;1;1;2019-08-08;(3541, 19, 24, 1, 1, '2019-08-08'),
3542;58;15;3;1;2020-03-19;(3542, 58, 15, 3, 1, '2020-03-19'),
3543;8;46;1;16;2021-12-24;(3543, 8, 46, 1, 16, '2021-12-24'),
3544;43;27;3;23;2020-07-31;(3544, 43, 27, 3, 23, '2020-07-31'),
3545;24;17;3;4;2019-04-12;(3545, 24, 17, 3, 4, '2019-04-12'),
3546;94;3;1;11;2020-10-03;(3546, 94, 3, 1, 11, '2020-10-03'),
3547;33;35;2;19;2022-02-04;(3547, 33, 35, 2, 19, '2022-02-04'),
3548;78;6;3;2;2022-01-24;(3548, 78, 6, 3, 2, '2022-01-24'),
3549;3;50;3;26;2020-10-15;(3549, 3, 50, 3, 26, '2020-10-15'),
3550;13;28;2;18;2020-01-11;(3550, 13, 28, 2, 18, '2020-01-11'),
3551;46;49;1;13;2020-03-08;(3551, 46, 49, 1, 13, '2020-03-08'),
3552;2;46;3;18;2020-06-01;(3552, 2, 46, 3, 18, '2020-06-01'),
3553;15;36;2;20;2021-06-12;(3553, 15, 36, 2, 20, '2021-06-12'),
3554;93;31;3;20;2021-07-01;(3554, 93, 31, 3, 20, '2021-07-01'),
3555;89;1;3;5;2020-04-27;(3555, 89, 1, 3, 5, '2020-04-27'),
3556;8;7;2;4;2020-06-12;(3556, 8, 7, 2, 4, '2020-06-12'),
3557;34;9;2;14;2022-11-29;(3557, 34, 9, 2, 14, '2022-11-29'),
3558;35;21;1;2;2020-10-16;(3558, 35, 21, 1, 2, '2020-10-16'),
3559;67;44;1;14;2021-02-15;(3559, 67, 44, 1, 14, '2021-02-15'),
3560;29;43;2;12;2021-06-04;(3560, 29, 43, 2, 12, '2021-06-04'),
3561;80;11;1;23;2020-01-03;(3561, 80, 11, 1, 23, '2020-01-03'),
3562;60;3;3;2;2020-12-18;(3562, 60, 3, 3, 2, '2020-12-18'),
3563;74;13;3;6;2020-09-13;(3563, 74, 13, 3, 6, '2020-09-13'),
3564;53;12;1;3;2021-01-25;(3564, 53, 12, 1, 3, '2021-01-25'),
3565;26;50;2;28;2019-05-15;(3565, 26, 50, 2, 28, '2019-05-15'),
3566;10;8;1;23;2021-05-10;(3566, 10, 8, 1, 23, '2021-05-10'),
3567;35;38;2;5;2020-11-21;(3567, 35, 38, 2, 5, '2020-11-21'),
3568;36;39;3;6;2019-12-11;(3568, 36, 39, 3, 6, '2019-12-11'),
3569;10;37;3;7;2022-09-10;(3569, 10, 37, 3, 7, '2022-09-10'),
3570;18;4;1;22;2021-06-19;(3570, 18, 4, 1, 22, '2021-06-19'),
3571;94;12;2;11;2021-03-07;(3571, 94, 12, 2, 11, '2021-03-07'),
3572;78;22;3;6;2021-03-19;(3572, 78, 22, 3, 6, '2021-03-19'),
3573;21;6;2;26;2021-01-21;(3573, 21, 6, 2, 26, '2021-01-21'),
3574;86;35;3;24;2019-01-17;(3574, 86, 35, 3, 24, '2019-01-17'),
3575;87;30;1;22;2020-05-29;(3575, 87, 30, 1, 22, '2020-05-29'),
3576;44;36;1;6;2022-01-18;(3576, 44, 36, 1, 6, '2022-01-18'),
3577;2;19;2;27;2019-12-12;(3577, 2, 19, 2, 27, '2019-12-12'),
3578;69;1;3;24;2020-02-14;(3578, 69, 1, 3, 24, '2020-02-14'),
3579;88;28;3;26;2020-06-14;(3579, 88, 28, 3, 26, '2020-06-14'),
3580;53;41;3;26;2022-01-15;(3580, 53, 41, 3, 26, '2022-01-15'),
3581;80;11;3;4;2021-04-14;(3581, 80, 11, 3, 4, '2021-04-14'),
3582;74;8;2;23;2020-04-05;(3582, 74, 8, 2, 23, '2020-04-05'),
3583;17;4;2;22;2019-06-06;(3583, 17, 4, 2, 22, '2019-06-06'),
3584;76;40;1;1;2020-07-01;(3584, 76, 40, 1, 1, '2020-07-01'),
3585;68;47;2;17;2022-09-07;(3585, 68, 47, 2, 17, '2022-09-07'),
3586;80;17;2;28;2019-01-23;(3586, 80, 17, 2, 28, '2019-01-23'),
3587;31;41;1;24;2021-11-01;(3587, 31, 41, 1, 24, '2021-11-01'),
3588;93;33;3;4;2021-06-04;(3588, 93, 33, 3, 4, '2021-06-04'),
3589;85;5;2;14;2021-09-26;(3589, 85, 5, 2, 14, '2021-09-26'),
3590;88;40;1;28;2019-02-16;(3590, 88, 40, 1, 28, '2019-02-16'),
3591;24;11;1;29;2021-11-16;(3591, 24, 11, 1, 29, '2021-11-16'),
3592;60;6;2;11;2020-07-05;(3592, 60, 6, 2, 11, '2020-07-05'),
3593;62;47;1;23;2021-10-05;(3593, 62, 47, 1, 23, '2021-10-05'),
3594;17;22;2;17;2021-06-12;(3594, 17, 22, 2, 17, '2021-06-12'),
3595;1;42;2;24;2019-07-20;(3595, 1, 42, 2, 24, '2019-07-20'),
3596;84;34;3;5;2019-11-07;(3596, 84, 34, 3, 5, '2019-11-07'),
3597;13;19;2;21;2022-09-10;(3597, 13, 19, 2, 21, '2022-09-10'),
3598;81;1;3;22;2020-04-03;(3598, 81, 1, 3, 22, '2020-04-03'),
3599;20;42;3;18;2020-04-08;(3599, 20, 42, 3, 18, '2020-04-08'),
3600;64;42;2;17;2020-09-19;(3600, 64, 42, 2, 17, '2020-09-19'),
3601;7;48;3;10;2019-11-11;(3601, 7, 48, 3, 10, '2019-11-11'),
3602;82;24;2;2;2019-09-28;(3602, 82, 24, 2, 2, '2019-09-28'),
3603;87;16;2;21;2021-08-16;(3603, 87, 16, 2, 21, '2021-08-16'),
3604;10;10;2;5;2019-11-26;(3604, 10, 10, 2, 5, '2019-11-26'),
3605;36;16;3;23;2020-11-16;(3605, 36, 16, 3, 23, '2020-11-16'),
3606;22;5;3;17;2019-12-26;(3606, 22, 5, 3, 17, '2019-12-26'),
3607;59;47;2;9;2020-10-21;(3607, 59, 47, 2, 9, '2020-10-21'),
3608;62;31;2;25;2020-06-11;(3608, 62, 31, 2, 25, '2020-06-11'),
3609;92;28;1;17;2019-11-20;(3609, 92, 28, 1, 17, '2019-11-20'),
3610;30;29;1;5;2019-07-31;(3610, 30, 29, 1, 5, '2019-07-31'),
3611;86;3;3;15;2019-11-18;(3611, 86, 3, 3, 15, '2019-11-18'),
3612;23;44;2;9;2020-11-12;(3612, 23, 44, 2, 9, '2020-11-12'),
3613;59;45;2;12;2021-05-26;(3613, 59, 45, 2, 12, '2021-05-26'),
3614;32;19;3;12;2021-10-31;(3614, 32, 19, 3, 12, '2021-10-31'),
3615;71;26;2;22;2021-03-29;(3615, 71, 26, 2, 22, '2021-03-29'),
3616;6;46;2;3;2022-07-28;(3616, 6, 46, 2, 3, '2022-07-28'),
3617;37;50;3;3;2022-08-03;(3617, 37, 50, 3, 3, '2022-08-03'),
3618;53;41;2;7;2021-03-18;(3618, 53, 41, 2, 7, '2021-03-18'),
3619;47;4;2;19;2022-08-21;(3619, 47, 4, 2, 19, '2022-08-21'),
3620;98;36;2;8;2019-07-19;(3620, 98, 36, 2, 8, '2019-07-19'),
3621;16;46;1;3;2020-12-23;(3621, 16, 46, 1, 3, '2020-12-23'),
3622;4;15;1;13;2019-11-05;(3622, 4, 15, 1, 13, '2019-11-05'),
3623;86;39;3;30;2022-08-09;(3623, 86, 39, 3, 30, '2022-08-09'),
3624;21;38;1;25;2020-05-10;(3624, 21, 38, 1, 25, '2020-05-10'),
3625;54;16;1;13;2019-07-30;(3625, 54, 16, 1, 13, '2019-07-30'),
3626;56;11;1;8;2019-03-18;(3626, 56, 11, 1, 8, '2019-03-18'),
3627;42;3;1;9;2021-05-04;(3627, 42, 3, 1, 9, '2021-05-04'),
3628;78;24;2;12;2019-10-29;(3628, 78, 24, 2, 12, '2019-10-29'),
3629;72;44;1;3;2021-11-03;(3629, 72, 44, 1, 3, '2021-11-03'),
3630;21;36;1;20;2020-03-09;(3630, 21, 36, 1, 20, '2020-03-09'),
3631;75;11;3;28;2019-07-14;(3631, 75, 11, 3, 28, '2019-07-14'),
3632;64;5;2;30;2020-12-01;(3632, 64, 5, 2, 30, '2020-12-01'),
3633;93;27;2;14;2020-06-24;(3633, 93, 27, 2, 14, '2020-06-24'),
3634;80;37;3;1;2020-02-12;(3634, 80, 37, 3, 1, '2020-02-12'),
3635;45;2;3;28;2020-08-10;(3635, 45, 2, 3, 28, '2020-08-10'),
3636;19;41;2;22;2021-11-08;(3636, 19, 41, 2, 22, '2021-11-08'),
3637;66;4;1;8;2019-06-05;(3637, 66, 4, 1, 8, '2019-06-05'),
3638;7;46;3;19;2021-07-26;(3638, 7, 46, 3, 19, '2021-07-26'),
3639;90;25;3;11;2019-11-29;(3639, 90, 25, 3, 11, '2019-11-29'),
3640;90;22;3;11;2022-03-02;(3640, 90, 22, 3, 11, '2022-03-02'),
3641;37;26;2;30;2020-11-10;(3641, 37, 26, 2, 30, '2020-11-10'),
3642;77;22;1;3;2020-01-04;(3642, 77, 22, 1, 3, '2020-01-04'),
3643;79;18;3;20;2020-10-31;(3643, 79, 18, 3, 20, '2020-10-31'),
3644;51;17;1;26;2020-11-20;(3644, 51, 17, 1, 26, '2020-11-20'),
3645;55;13;1;25;2020-03-06;(3645, 55, 13, 1, 25, '2020-03-06'),
3646;1;11;3;28;2019-12-04;(3646, 1, 11, 3, 28, '2019-12-04'),
3647;86;19;1;14;2022-08-11;(3647, 86, 19, 1, 14, '2022-08-11'),
3648;85;42;1;3;2021-12-25;(3648, 85, 42, 1, 3, '2021-12-25'),
3649;91;16;1;27;2019-02-08;(3649, 91, 16, 1, 27, '2019-02-08'),
3650;15;41;3;24;2019-02-15;(3650, 15, 41, 3, 24, '2019-02-15'),
3651;14;38;1;22;2019-05-19;(3651, 14, 38, 1, 22, '2019-05-19'),
3652;19;18;3;11;2020-05-07;(3652, 19, 18, 3, 11, '2020-05-07'),
3653;53;12;2;23;2020-05-15;(3653, 53, 12, 2, 23, '2020-05-15'),
3654;21;44;1;20;2019-10-21;(3654, 21, 44, 1, 20, '2019-10-21'),
3655;40;20;3;15;2020-11-16;(3655, 40, 20, 3, 15, '2020-11-16'),
3656;10;28;3;19;2020-08-12;(3656, 10, 28, 3, 19, '2020-08-12'),
3657;5;40;2;16;2022-04-26;(3657, 5, 40, 2, 16, '2022-04-26'),
3658;10;41;1;5;2019-09-27;(3658, 10, 41, 1, 5, '2019-09-27'),
3659;80;33;3;10;2022-10-04;(3659, 80, 33, 3, 10, '2022-10-04'),
3660;79;23;3;2;2019-11-26;(3660, 79, 23, 3, 2, '2019-11-26'),
3661;18;18;2;27;2022-11-23;(3661, 18, 18, 2, 27, '2022-11-23'),
3662;82;19;2;7;2022-10-17;(3662, 82, 19, 2, 7, '2022-10-17'),
3663;83;39;2;26;2020-02-03;(3663, 83, 39, 2, 26, '2020-02-03'),
3664;16;50;2;23;2021-12-27;(3664, 16, 50, 2, 23, '2021-12-27'),
3665;16;24;2;30;2022-08-09;(3665, 16, 24, 2, 30, '2022-08-09'),
3666;66;3;1;16;2021-03-31;(3666, 66, 3, 1, 16, '2021-03-31'),
3667;88;34;3;8;2021-03-09;(3667, 88, 34, 3, 8, '2021-03-09'),
3668;85;48;1;8;2019-12-29;(3668, 85, 48, 1, 8, '2019-12-29'),
3669;26;28;2;19;2020-03-15;(3669, 26, 28, 2, 19, '2020-03-15'),
3670;2;34;3;20;2022-04-10;(3670, 2, 34, 3, 20, '2022-04-10'),
3671;2;1;2;5;2019-12-13;(3671, 2, 1, 2, 5, '2019-12-13'),
3672;45;18;1;30;2020-03-01;(3672, 45, 18, 1, 30, '2020-03-01'),
3673;30;18;1;1;2020-07-22;(3673, 30, 18, 1, 1, '2020-07-22'),
3674;38;18;3;15;2020-11-28;(3674, 38, 18, 3, 15, '2020-11-28'),
3675;1;33;3;28;2021-08-08;(3675, 1, 33, 3, 28, '2021-08-08'),
3676;57;23;1;13;2022-05-07;(3676, 57, 23, 1, 13, '2022-05-07'),
3677;98;10;2;13;2022-07-17;(3677, 98, 10, 2, 13, '2022-07-17'),
3678;32;32;2;14;2019-03-04;(3678, 32, 32, 2, 14, '2019-03-04'),
3679;41;48;2;29;2019-08-15;(3679, 41, 48, 2, 29, '2019-08-15'),
3680;30;13;2;16;2022-07-21;(3680, 30, 13, 2, 16, '2022-07-21'),
3681;18;14;3;10;2020-12-16;(3681, 18, 14, 3, 10, '2020-12-16'),
3682;36;30;1;10;2022-03-28;(3682, 36, 30, 1, 10, '2022-03-28'),
3683;84;16;1;19;2020-06-20;(3683, 84, 16, 1, 19, '2020-06-20'),
3684;41;7;2;14;2022-08-09;(3684, 41, 7, 2, 14, '2022-08-09'),
3685;27;30;3;17;2021-02-11;(3685, 27, 30, 3, 17, '2021-02-11'),
3686;59;9;2;16;2019-02-21;(3686, 59, 9, 2, 16, '2019-02-21'),
3687;27;3;2;21;2019-12-12;(3687, 27, 3, 2, 21, '2019-12-12'),
3688;96;18;2;29;2019-05-02;(3688, 96, 18, 2, 29, '2019-05-02'),
3689;93;39;1;17;2019-12-14;(3689, 93, 39, 1, 17, '2019-12-14'),
3690;85;23;3;21;2022-05-11;(3690, 85, 23, 3, 21, '2022-05-11'),
3691;84;10;3;25;2021-09-05;(3691, 84, 10, 3, 25, '2021-09-05'),
3692;39;1;3;6;2019-05-26;(3692, 39, 1, 3, 6, '2019-05-26'),
3693;54;43;3;2;2022-07-11;(3693, 54, 43, 3, 2, '2022-07-11'),
3694;48;33;1;6;2020-06-13;(3694, 48, 33, 1, 6, '2020-06-13'),
3695;88;31;2;1;2021-05-30;(3695, 88, 31, 2, 1, '2021-05-30'),
3696;62;17;1;18;2021-12-01;(3696, 62, 17, 1, 18, '2021-12-01'),
3697;43;1;3;6;2021-07-09;(3697, 43, 1, 3, 6, '2021-07-09'),
3698;14;12;1;17;2022-10-25;(3698, 14, 12, 1, 17, '2022-10-25'),
3699;65;17;2;28;2021-08-14;(3699, 65, 17, 2, 28, '2021-08-14'),
3700;22;34;3;8;2022-03-04;(3700, 22, 34, 3, 8, '2022-03-04'),
3701;89;6;1;29;2019-08-07;(3701, 89, 6, 1, 29, '2019-08-07'),
3702;18;26;1;22;2020-04-08;(3702, 18, 26, 1, 22, '2020-04-08'),
3703;90;43;2;26;2022-03-10;(3703, 90, 43, 2, 26, '2022-03-10'),
3704;98;26;2;9;2019-01-23;(3704, 98, 26, 2, 9, '2019-01-23'),
3705;33;20;2;13;2019-12-03;(3705, 33, 20, 2, 13, '2019-12-03'),
3706;90;43;1;7;2019-12-01;(3706, 90, 43, 1, 7, '2019-12-01'),
3707;65;47;3;24;2021-08-14;(3707, 65, 47, 3, 24, '2021-08-14'),
3708;29;42;1;1;2022-06-07;(3708, 29, 42, 1, 1, '2022-06-07'),
3709;84;43;3;8;2019-05-13;(3709, 84, 43, 3, 8, '2019-05-13'),
3710;8;42;3;21;2022-08-01;(3710, 8, 42, 3, 21, '2022-08-01'),
3711;27;36;2;19;2019-11-20;(3711, 27, 36, 2, 19, '2019-11-20'),
3712;47;19;2;2;2021-03-21;(3712, 47, 19, 2, 2, '2021-03-21'),
3713;70;11;3;24;2020-03-26;(3713, 70, 11, 3, 24, '2020-03-26'),
3714;97;36;1;5;2020-11-11;(3714, 97, 36, 1, 5, '2020-11-11'),
3715;77;50;2;14;2019-06-03;(3715, 77, 50, 2, 14, '2019-06-03'),
3716;16;18;2;28;2022-03-03;(3716, 16, 18, 2, 28, '2022-03-03'),
3717;14;27;2;12;2019-08-13;(3717, 14, 27, 2, 12, '2019-08-13'),
3718;24;30;3;13;2020-11-29;(3718, 24, 30, 3, 13, '2020-11-29'),
3719;6;14;3;30;2019-04-09;(3719, 6, 14, 3, 30, '2019-04-09'),
3720;95;30;2;28;2022-10-15;(3720, 95, 30, 2, 28, '2022-10-15'),
3721;97;29;2;4;2022-08-18;(3721, 97, 29, 2, 4, '2022-08-18'),
3722;56;10;2;27;2022-11-03;(3722, 56, 10, 2, 27, '2022-11-03'),
3723;48;41;2;22;2022-04-15;(3723, 48, 41, 2, 22, '2022-04-15'),
3724;91;43;3;24;2021-05-17;(3724, 91, 43, 3, 24, '2021-05-17'),
3725;21;27;1;4;2019-05-26;(3725, 21, 27, 1, 4, '2019-05-26'),
3726;80;6;1;27;2020-08-19;(3726, 80, 6, 1, 27, '2020-08-19'),
3727;85;10;3;20;2021-01-31;(3727, 85, 10, 3, 20, '2021-01-31'),
3728;69;6;2;28;2019-07-07;(3728, 69, 6, 2, 28, '2019-07-07'),
3729;8;49;1;29;2019-08-26;(3729, 8, 49, 1, 29, '2019-08-26'),
3730;76;11;3;26;2019-10-01;(3730, 76, 11, 3, 26, '2019-10-01'),
3731;8;8;3;21;2022-11-16;(3731, 8, 8, 3, 21, '2022-11-16'),
3732;97;46;1;16;2019-07-14;(3732, 97, 46, 1, 16, '2019-07-14'),
3733;90;33;1;23;2019-01-31;(3733, 90, 33, 1, 23, '2019-01-31'),
3734;34;22;1;18;2020-05-15;(3734, 34, 22, 1, 18, '2020-05-15'),
3735;84;22;2;27;2020-05-08;(3735, 84, 22, 2, 27, '2020-05-08'),
3736;93;48;1;13;2022-08-27;(3736, 93, 48, 1, 13, '2022-08-27'),
3737;59;18;3;20;2022-03-10;(3737, 59, 18, 3, 20, '2022-03-10'),
3738;68;2;1;30;2022-03-28;(3738, 68, 2, 1, 30, '2022-03-28'),
3739;86;19;2;15;2022-10-31;(3739, 86, 19, 2, 15, '2022-10-31'),
3740;65;36;2;14;2020-03-07;(3740, 65, 36, 2, 14, '2020-03-07'),
3741;8;47;2;30;2020-05-01;(3741, 8, 47, 2, 30, '2020-05-01'),
3742;46;33;2;17;2021-03-26;(3742, 46, 33, 2, 17, '2021-03-26'),
3743;65;30;2;20;2019-08-22;(3743, 65, 30, 2, 20, '2019-08-22'),
3744;54;14;3;4;2022-01-21;(3744, 54, 14, 3, 4, '2022-01-21'),
3745;22;11;3;14;2022-03-03;(3745, 22, 11, 3, 14, '2022-03-03'),
3746;61;39;2;28;2021-06-11;(3746, 61, 39, 2, 28, '2021-06-11'),
3747;56;39;1;23;2020-08-01;(3747, 56, 39, 1, 23, '2020-08-01'),
3748;54;32;3;3;2019-03-13;(3748, 54, 32, 3, 3, '2019-03-13'),
3749;5;34;3;11;2021-09-16;(3749, 5, 34, 3, 11, '2021-09-16'),
3750;64;29;1;18;2022-06-29;(3750, 64, 29, 1, 18, '2022-06-29'),
3751;90;32;1;29;2021-12-01;(3751, 90, 32, 1, 29, '2021-12-01'),
3752;79;15;3;23;2022-01-14;(3752, 79, 15, 3, 23, '2022-01-14'),
3753;62;46;1;7;2020-08-02;(3753, 62, 46, 1, 7, '2020-08-02'),
3754;36;38;1;22;2019-01-13;(3754, 36, 38, 1, 22, '2019-01-13'),
3755;78;44;1;2;2020-04-04;(3755, 78, 44, 1, 2, '2020-04-04'),
3756;52;34;2;9;2021-11-21;(3756, 52, 34, 2, 9, '2021-11-21'),
3757;8;1;1;20;2020-12-19;(3757, 8, 1, 1, 20, '2020-12-19'),
3758;38;11;1;3;2019-06-07;(3758, 38, 11, 1, 3, '2019-06-07'),
3759;61;2;1;10;2021-04-11;(3759, 61, 2, 1, 10, '2021-04-11'),
3760;2;30;2;18;2020-09-21;(3760, 2, 30, 2, 18, '2020-09-21'),
3761;56;20;2;29;2019-09-20;(3761, 56, 20, 2, 29, '2019-09-20'),
3762;28;30;2;28;2022-07-13;(3762, 28, 30, 2, 28, '2022-07-13'),
3763;38;16;3;25;2022-01-31;(3763, 38, 16, 3, 25, '2022-01-31'),
3764;88;37;2;21;2019-12-18;(3764, 88, 37, 2, 21, '2019-12-18'),
3765;47;50;2;24;2021-04-29;(3765, 47, 50, 2, 24, '2021-04-29'),
3766;62;27;2;5;2019-06-22;(3766, 62, 27, 2, 5, '2019-06-22'),
3767;24;28;3;12;2019-12-23;(3767, 24, 28, 3, 12, '2019-12-23'),
3768;81;28;1;9;2020-12-26;(3768, 81, 28, 1, 9, '2020-12-26'),
3769;43;32;1;26;2021-05-04;(3769, 43, 32, 1, 26, '2021-05-04'),
3770;83;25;2;22;2020-05-14;(3770, 83, 25, 2, 22, '2020-05-14'),
3771;35;18;1;27;2021-05-14;(3771, 35, 18, 1, 27, '2021-05-14'),
3772;63;19;1;18;2020-01-16;(3772, 63, 19, 1, 18, '2020-01-16'),
3773;70;33;2;4;2019-05-21;(3773, 70, 33, 2, 4, '2019-05-21'),
3774;68;45;3;28;2019-02-02;(3774, 68, 45, 3, 28, '2019-02-02'),
3775;98;36;1;7;2022-08-28;(3775, 98, 36, 1, 7, '2022-08-28'),
3776;43;8;3;19;2021-02-11;(3776, 43, 8, 3, 19, '2021-02-11'),
3777;35;28;2;10;2022-05-28;(3777, 35, 28, 2, 10, '2022-05-28'),
3778;68;19;3;3;2022-04-29;(3778, 68, 19, 3, 3, '2022-04-29'),
3779;17;14;3;26;2022-06-14;(3779, 17, 14, 3, 26, '2022-06-14'),
3780;24;48;2;14;2020-09-07;(3780, 24, 48, 2, 14, '2020-09-07'),
3781;21;4;3;13;2021-07-14;(3781, 21, 4, 3, 13, '2021-07-14'),
3782;76;2;2;19;2022-10-06;(3782, 76, 2, 2, 19, '2022-10-06'),
3783;66;40;3;2;2019-02-12;(3783, 66, 40, 3, 2, '2019-02-12'),
3784;90;45;1;21;2021-07-05;(3784, 90, 45, 1, 21, '2021-07-05'),
3785;47;17;2;22;2019-02-17;(3785, 47, 17, 2, 22, '2019-02-17'),
3786;94;6;1;24;2022-10-19;(3786, 94, 6, 1, 24, '2022-10-19'),
3787;98;38;2;16;2019-11-17;(3787, 98, 38, 2, 16, '2019-11-17'),
3788;22;10;1;19;2021-07-24;(3788, 22, 10, 1, 19, '2021-07-24'),
3789;7;33;3;26;2020-12-27;(3789, 7, 33, 3, 26, '2020-12-27'),
3790;37;18;3;29;2021-05-09;(3790, 37, 18, 3, 29, '2021-05-09'),
3791;22;34;3;24;2020-04-23;(3791, 22, 34, 3, 24, '2020-04-23'),
3792;72;21;3;10;2022-02-12;(3792, 72, 21, 3, 10, '2022-02-12'),
3793;72;3;2;13;2019-11-07;(3793, 72, 3, 2, 13, '2019-11-07'),
3794;5;35;2;9;2020-01-01;(3794, 5, 35, 2, 9, '2020-01-01'),
3795;32;46;3;18;2019-08-22;(3795, 32, 46, 3, 18, '2019-08-22'),
3796;92;36;1;21;2021-12-04;(3796, 92, 36, 1, 21, '2021-12-04'),
3797;32;19;2;26;2020-05-11;(3797, 32, 19, 2, 26, '2020-05-11'),
3798;80;12;3;17;2021-11-28;(3798, 80, 12, 3, 17, '2021-11-28'),
3799;45;10;3;21;2022-03-03;(3799, 45, 10, 3, 21, '2022-03-03'),
3800;8;45;2;26;2021-10-21;(3800, 8, 45, 2, 26, '2021-10-21'),
3801;18;33;2;30;2019-08-28;(3801, 18, 33, 2, 30, '2019-08-28'),
3802;14;50;3;10;2022-09-01;(3802, 14, 50, 3, 10, '2022-09-01'),
3803;45;37;3;7;2019-09-21;(3803, 45, 37, 3, 7, '2019-09-21'),
3804;16;22;3;7;2021-10-30;(3804, 16, 22, 3, 7, '2021-10-30'),
3805;11;27;2;26;2022-08-29;(3805, 11, 27, 2, 26, '2022-08-29'),
3806;74;15;3;8;2020-10-15;(3806, 74, 15, 3, 8, '2020-10-15'),
3807;5;8;1;20;2019-03-09;(3807, 5, 8, 1, 20, '2019-03-09'),
3808;65;49;3;27;2021-11-24;(3808, 65, 49, 3, 27, '2021-11-24'),
3809;76;6;3;7;2021-09-21;(3809, 76, 6, 3, 7, '2021-09-21'),
3810;27;19;2;28;2020-06-20;(3810, 27, 19, 2, 28, '2020-06-20'),
3811;15;19;2;23;2021-09-07;(3811, 15, 19, 2, 23, '2021-09-07'),
3812;88;40;2;8;2019-11-24;(3812, 88, 40, 2, 8, '2019-11-24'),
3813;42;46;1;22;2021-05-27;(3813, 42, 46, 1, 22, '2021-05-27'),
3814;62;38;1;28;2019-02-19;(3814, 62, 38, 1, 28, '2019-02-19'),
